Name,Price,Rating,Brand,Gender,ProductType,Fragrance_family,Character,Ingredients,Concentration,Top_note,Middle_note,Base_note,Size,Year
Memo Paris Marfa,1064 SAR,none,Chopard,Unisex,Perfume,Glamorous,Oud,2012,"Grapefruit, Lavender, Artemisia, Leather, Spices, Tobacco, Amber, Dark Wood, Agarwood",Eau de Parfum,"Grapefruit, lavender, artemisia","Leather, spices, tobacco",Oriental,80 ml
Giorgio Armani Si Passione,325 SAR,none,Chopard,Unisex,Perfume,Glamorous,Oud,2012,"Grapefruit, Lavender, Artemisia, Leather, Spices, Tobacco, Amber, Dark Wood, Agarwood",Eau de Parfum,"Grapefruit, lavender, artemisia","Leather, spices, tobacco",Oriental,80 ml
"Candy Addict Ivory Musk Collection (Shower Gel, Hand Wash & Body Lotion x 250 ml)",79 SAR,none,Candy Addict,Bundles,Perfume,Glamorous,Oud,2012,"Grapefruit, Lavender, Artemisia, Leather, Spices, Tobacco, Amber, Dark Wood, Agarwood",Eau de Parfum,"Grapefruit, lavender, artemisia","Leather, spices, tobacco",Oriental,80 ml
Uniqo Tempesta EDP - 100 ml,110 SAR,5,Uniqo,Men,Perfume,Aromatic,Extravagant,"Marine Accords, Bay Leaf, Ambergris",Eau de Parfum,Marine Accords,Bay Leaf,Ambergris,100 ml,2019
Roberto Cavalli Uomo Roberto Cavalli,167 SAR,4.75,Roberto Cavalli,Men,Perfume,Charismatic,Perfume,2016,"Black Violet, Saffron, Honey, Lavender, Cedarwood, Patchouli, Tonka.",Eau de Toilette,"Black violet, Saffron","Honey, Lavender",Oriental,100 ml
Mancera Roses Vanille,409 SAR,none,Mancera,Unisex,Perfume,Floral,Feminine,Eau de Parfum,Fresh Lemon of Calabria,"Turkish delight, Rose","Cedarwood, Intense Vanilla & White Musk","Honey, Lavender",Oriental,100 ml
Boucheron Quatre Pour Femme,227 SAR,5,Boucheron,Women,Perfume,Fruity,Extravagant,2015,"Mandarin, orange, lemon, grapefruit, strawberry, rose, peach, jasmine, apple, cedar, vanilla, cashmere, caramel",Eau de Parfum,"Mandarin, orange, lemon, grapefruit","Strawberry, rose, peach, jasmine, apple",Gold,50 ml
Mont Blanc Explorer,205 SAR,4.42,Mont Blanc,Men,Perfume,Aromatic,Charismatic,2019,"Bergamot, Pink Pepper, Clary, Sage, Leather, Haitian, Vetiver, Indonesian Patchouli, Leaf Cacao, Akigalawood",Eau de Parfum,"Clary Sage, Pink Pepper, Bergamot","Patchouli, Mahonial, Ambrofix",Black,100 ml
Roberto Cavalli Paradiso Azzurro,174 SAR,5,Roberto Cavalli,Women,Perfume,Romantic,Perfume,2015,"Citrus freshness, bergamot, lavender, wild jasmine, petals, cypress, cashmere.",Eau de Parfum,"Citrus, Bergamot, Lavender","wild jasmine, petals",Floral,50 ml
Parfums de Marly Layton Exclusif EDP,1438 SAR,none,Roberto Cavalli,Women,Perfume,Romantic,Perfume,2015,"Citrus freshness, bergamot, lavender, wild jasmine, petals, cypress, cashmere.",Eau de Parfum,"Citrus, Bergamot, Lavender","wild jasmine, petals",Floral,50 ml
Juicy Couture Viva La Juicy,252 SAR,4.75,Juicy Couture,Women,Perfume,Extravagant,Perfume,2008,"mandarin, Cranberry, Honeysuckle, Gardenia, Jasmine, amber, Caramel, Almond Candy, Sandalwood, Vanilla",Eau de Parfum,"mandarin, Cranberry","capricorn, Gardenia, Jasmine,",Fruity,100 ml
Maqam Base of Soul EDP - 120 ml,359 SAR,5,Maqam,Unisex,Perfume,Oriental,Charismatic,"Saffron, Rose, Musk, Sandalwod",Eau de Parfum,Saffron,Rose,"Musk, Sandalwod",120 ml,2020
The Finest Rose EDP - 100 ml,249 SAR,none,The Finest,Unisex,Perfume,Floral,Romantic,Eau de Parfum,Saffron,Bulgarian Rose,Musk,"Musk, Sandalwod",120 ml,2020
Al Majed For Oud Maamoul Dossary - 130 g,58 SAR,none,The Finest,Unisex,Perfume,Floral,Romantic,Eau de Parfum,Saffron,Bulgarian Rose,Musk,"Musk, Sandalwod",120 ml,2020
Calvin Klein Euphoria Men Intense,145 SAR,4,Calvin Klein,Men,Perfume,Romantic,Perfume,2008,"ginger, hot pepper, warm cedar, smoky vetiver, savory sage, spicy black basil, myrrh, powerful labdanum, amber, somber earthy patchouli, musty agar wood",Eau de Toilette,"ginger, hot pepper","warm cedar, smoky vetiver, savory sage, spicy black basil",Soft Oriental,100 ml
Penhaligon's The Tragedy of Lord George,1254 SAR,none,Calvin Klein,Men,Perfume,Romantic,Perfume,2008,"ginger, hot pepper, warm cedar, smoky vetiver, savory sage, spicy black basil, myrrh, powerful labdanum, amber, somber earthy patchouli, musty agar wood",Eau de Toilette,"ginger, hot pepper","warm cedar, smoky vetiver, savory sage, spicy black basil",Soft Oriental,100 ml
Versace Crystal Noir EDP,252 SAR,5,Versace,Women,Perfume,Floral Oriental,Modern,"Ginger, cardamom, pepper, orange buds, peony, gardenia, coconut, sandalwood, musk, amber.",Eau de Parfum,"Ginger, cardamom, pepper","orange buds, peony, gardenia, coconut","sandalwood, musk, amber.",90 ml,2004
"Very Important Notes No 2 EDP - Saffron, Bulgarian Rose, Oud Wood, Amber - 100 ml",299 SAR,none,Very Important Notes,Unisex,Perfume,100 ml,Floral Oriental,Eau de Parfum,"Saffron, Pepper",Rose,"Oud, Amber","sandalwood, musk, amber.",90 ml,2004
Maqam Base of Melody EDP - 120 ml,359 SAR,none,Very Important Notes,Unisex,Perfume,100 ml,Floral Oriental,Eau de Parfum,"Saffron, Pepper",Rose,"Oud, Amber","sandalwood, musk, amber.",90 ml,2004
Dkhoun Oud Ariani - 28 gm,130 SAR,none,Dkhoun,Bakhoor,Sophisticated,Oudwood,Oud,Eau de Parfum,"Saffron, Pepper",Rose,"Oud, Amber","sandalwood, musk, amber.",90 ml,2004
Givenchy L' Interdit,362 SAR,none,Dkhoun,Bakhoor,Sophisticated,Oudwood,Oud,Eau de Parfum,"Saffron, Pepper",Rose,"Oud, Amber","sandalwood, musk, amber.",90 ml,2004
Mont Blanc Emblem,144 SAR,5,Mont Blanc,Men,Perfume,Charismatic,Perfume,2014,"Grapefruit, Sage, Cardamom, Violet Leaf, Cinnamon, Wood, Tonka Bean",Eau de Toilette,"Clary Sage, Cardamom, Grapefruit","Frozen Violet Leaf, Cinnamon",Woody Oriental,100 ml
Dolce & Gabbana The One Mysterious Night,374 SAR,4.5,Dolce&Gabbana,Men,Perfume,Oriental,Charismatic,2018,"Saffron, Grapefruit, Rose, Oud, Sage, Amber, Woody Notes, Labdanum, Tonka Bean.",Eau de Parfum,"Saffron, Grapefruit","Rose, Oud, Sage","Red,Gold",100 ml
Dolce & Gabbana The One for Men EDT,239 SAR,none,Dolce&Gabbana,Men,Perfume,Oriental,Charismatic,2018,"Saffron, Grapefruit, Rose, Oud, Sage, Amber, Woody Notes, Labdanum, Tonka Bean.",Eau de Parfum,"Saffron, Grapefruit","Rose, Oud, Sage","Red,Gold",100 ml
The Finest Oud EDP - 100 ml,249 SAR,none,The Finest,Unisex,Perfume,Oriental,Charismatic,Eau de Parfum,Pink Pepper,Oudy Notes,White Musk,"Rose, Oud, Sage","Red,Gold",100 ml
Maqam Base of Poetry EDP - 120 ml,359 SAR,5,Maqam,Men,Perfume,Oriental,Charismatic,"Orange, Cinammon, Rose, Clove, Musk, Vanilla",Eau de Parfum,"Orange, Cinammon","Rose, Clove","Musk, Vanilla",120 ml,2020
Ajwa Home Powder - 400 ml,35 SAR,none,Maqam,Men,Perfume,Oriental,Charismatic,"Orange, Cinammon, Rose, Clove, Musk, Vanilla",Eau de Parfum,"Orange, Cinammon","Rose, Clove","Musk, Vanilla",120 ml,2020
Versace Dylan Blue Pour Homme,35 SAR,none,Maqam,Men,Perfume,Oriental,Charismatic,"Orange, Cinammon, Rose, Clove, Musk, Vanilla",Eau de Parfum,"Orange, Cinammon","Rose, Clove","Musk, Vanilla",120 ml,2020
Roberto Cavalli Nero Assoluto,169 SAR,4.5,Roberto Cavalli,Women,Perfume,Floral Oriental,Modern,"Orchids, citrus fruits, vanilla, ebony, woods.",Eau de Parfum,"Orchids, citrus fruits",Vanilla,"woods, Ebony wood",50 ml,2013
Nicolai Patchouli Intense,1665 SAR,none,Roberto Cavalli,Women,Perfume,Floral Oriental,Modern,"Orchids, citrus fruits, vanilla, ebony, woods.",Eau de Parfum,"Orchids, citrus fruits",Vanilla,"woods, Ebony wood",50 ml,2013
Givenchy Eau De Moiselle,306 SAR,5,Givenchy,Women,Perfume,Romantic,Perfume,2008,"Lemon, Tangerine, Basil,Ylang-Ylang, Rose,Musk, Tonka Bean, Ambrette (Musk Mallow)",Eau de Toilette,"Lemon, Tangerine, Basil","Ylang-Ylang, Rose",Floral,50 ml
Remal Oud Wood Bakhoor - 60 gm,129 SAR,none,Remal,Bakhoor,Oriental,"Agarwood, Musk, Amber",2020,"Agarwood, Musk, Amber","Lemon, Tangerine, Basil,Ylang-Ylang, Rose,Musk, Tonka Bean, Ambrette (Musk Mallow)",Eau de Toilette,"Lemon, Tangerine, Basil","Ylang-Ylang, Rose",Floral,50 ml
Candy Addict Rosy Rose Hair Mist - 100 ml,179 SAR,5,Candy Addict,Women,Hair Mist,Floral,Feminine,2019,"Rose, Geranium, Musk",Rose,Geranium,Musk,"White,Pink",100 ml
Al Majed For Oud Dkhoon Al-Shuyukh - 56 g,174 SAR,none,Candy Addict,Women,Hair Mist,Floral,Feminine,2019,"Rose, Geranium, Musk",Rose,Geranium,Musk,"White,Pink",100 ml
Givenchy Hot Couture,274 SAR,5,Givenchy,Women,Perfume,Feminine,Perfume,2000,"Bergamot, Raspberry, Orange, Magnolia, Black Pepper, Vetiver,Amber, Musk, Sandalwood",Eau de Parfum,"Bergamot, Raspberry, Orange","Magnolia, Black Pepper, Vetiver",Fruity,50 ml
Calvin Klein Ck Beauty,121 SAR,none,Calvin Klein,Women,Perfume,Floral,Perfume,Eau de Parfum,"Ylang-ylang, orange blossom","jasmine, sandalwood",vetiver,"Magnolia, Black Pepper, Vetiver",Fruity,50 ml
Parfums de Marly Delina Hair Mist,322 SAR,none,Calvin Klein,Women,Perfume,Floral,Perfume,Eau de Parfum,"Ylang-ylang, orange blossom","jasmine, sandalwood",vetiver,"Magnolia, Black Pepper, Vetiver",Fruity,50 ml
Remal Amber & Saffron Bakhoor - 60 gm,129 SAR,none,Remal,Bakhoor,Oriental,"Agar Oud, Amber, Rose, Saffron, Aldehydes, Woody Notes",2020,Woody Notes,"Ylang-ylang, orange blossom","jasmine, sandalwood",vetiver,"Magnolia, Black Pepper, Vetiver",Fruity,50 ml
Maqam Base of Sight EDP - 120 ml,359 SAR,5,Maqam,Unisex,Perfume,Oriental,Charismatic,"Geranium, Coconut, Woody Notes, Vanilla",Eau de Parfum,"Geranium, Coconut",Woody Notes,Vanilla,120 ml,2020
Al Mas Oud Mabkhar,35 SAR,none,Maqam,Unisex,Perfume,Oriental,Charismatic,"Geranium, Coconut, Woody Notes, Vanilla",Eau de Parfum,"Geranium, Coconut",Woody Notes,Vanilla,120 ml,2020
Versace Eros Pour Homme,219 SAR,4.9,Versace,Men,Perfume,Extravagant,Perfume,2012,"Mint, green apple, lemon, tonka, geranium, ambroxan, madagascar vanilla, vetiver, oak moss, virginia cedar, atlantic cedar.",Eau de Toilette,"Mint, Green apple, Lemon","Tonka bean, Geranium, Ambroxan",Aromatic,100 ml
Roberto Cavalli Paradiso Assoluto,137 SAR,5,Roberto Cavalli,Women,Perfume,Romantic,Perfume,75 ml,2016,"Pink pepper, Istria, bergamot, grapefruit, lemon, wild jasmine, red lily, love fruit, patchouli, sandalwood, vanilla, cashmere wood.",Eau de Parfum,"Pink pepper, Istria, bergamot, grapefruit, lemon",Floral,Red
Orto Parisi Terroni,720 SAR,5,Orto Parisi,Unisex,Perfume,Aromatic,Extravagant,"Cashmere wood, cotton candy, cibriol, musk, cedar",Eau de Parfum,"Cashmere wood, cotton candy",Cypriol,"Musk, rice",50 ml,2017
Yves Saint Laurent Black Opium,424 SAR,none,Yves Saint Laurent,Women,Perfume,Floral Oriental,Perfume,"Vanilla , Patchouli , Cedar , Wood , Coffee , Jasmine , Almond , Pink Pepper",Eau de Parfum,"Cashmere wood, cotton candy",Cypriol,"Musk, rice",50 ml,2017
Remal Sandalwood Bakhoor - 60 gm,129 SAR,none,Yves Saint Laurent,Women,Perfume,Floral Oriental,Perfume,"Vanilla , Patchouli , Cedar , Wood , Coffee , Jasmine , Almond , Pink Pepper",Eau de Parfum,"Cashmere wood, cotton candy",Cypriol,"Musk, rice",50 ml,2017
The Finest Amber EDP - 100 ml,249 SAR,none,The Finest,Unisex,Perfume,Oriental,Charismatic,Eau de Parfum,Cardamom,Cedarwood,"Amber, Vanilla","Musk, rice",50 ml,2017
Al Majed For Oud Oud Albait - 100 g,242 SAR,none,The Finest,Unisex,Perfume,Oriental,Charismatic,Eau de Parfum,Cardamom,Cedarwood,"Amber, Vanilla","Musk, rice",50 ml,2017
Gucci Flora By Gucci EDP,302 SAR,5,Gucci,Women,Perfume,Romantic,Perfume,2008,"Mandarin, Peony, Rose, Pink Pepper, Osmanthus Flower, Patchouli, Sandalwood, Vanilla",Eau de Parfum,"Mandarin, Peony","Rose, Pink Pepper, Osmanthus Flower",Floral,50 ml
Burberry London,170 SAR,5,Burberry,Women,Perfume,Feminine,Perfume,2006,"Rose, Honeysuckle, Tangerine, Jasmine, Clementine, Musk, Patchouli, Sandalwood",Eau de Parfum,"Clementine, Honeysuckle, English Garden Rose","Tiare Flower, Jasmine, Peony, Musks",Floral,100 ml
Lorenzo Villoresi Teint De Neige EDP,790 SAR,5,Lorenzo Villoresi Firenze,Unisex,Perfume,Floral,Romantic,"Jasmin, Ylang Ylang, Tonka bean, Rose, Heliotrope, Musk, sweet, powdery, floral notes",Eau de Parfum,"Jasmin, Rose, Ylang Ylang, sweet, powdery, floral notes","Tonka bean, Jasmin, Rose, sweet, powdery, floral notes","Heliotrope, Musk, Rose, Jasmin, sweet, powdery, floral notes",100 ml,2000
Wataniya Set,359 SAR,none,Lorenzo Villoresi Firenze,Unisex,Perfume,Floral,Romantic,"Jasmin, Ylang Ylang, Tonka bean, Rose, Heliotrope, Musk, sweet, powdery, floral notes",Eau de Parfum,"Jasmin, Rose, Ylang Ylang, sweet, powdery, floral notes","Tonka bean, Jasmin, Rose, sweet, powdery, floral notes","Heliotrope, Musk, Rose, Jasmin, sweet, powdery, floral notes",100 ml,2000
Remal Rose & Oud Bakhoor - 60 gm,129 SAR,none,Lorenzo Villoresi Firenze,Unisex,Perfume,Floral,Romantic,"Jasmin, Ylang Ylang, Tonka bean, Rose, Heliotrope, Musk, sweet, powdery, floral notes",Eau de Parfum,"Jasmin, Rose, Ylang Ylang, sweet, powdery, floral notes","Tonka bean, Jasmin, Rose, sweet, powdery, floral notes","Heliotrope, Musk, Rose, Jasmin, sweet, powdery, floral notes",100 ml,2000
Yves Saint Laurent L'Homme,587 SAR,none,Yves Saint Laurent,Men,Perfume,Floral Oriental,Perfume,"Citron, Ginger, Basil blossoms, Vetiver, Tonka bean",Eau de Parfum,"Jasmin, Rose, Ylang Ylang, sweet, powdery, floral notes","Tonka bean, Jasmin, Rose, sweet, powdery, floral notes","Heliotrope, Musk, Rose, Jasmin, sweet, powdery, floral notes",100 ml,2000
Dkhoun Alfaris - 75 gm,174 SAR,none,Yves Saint Laurent,Men,Perfume,Floral Oriental,Perfume,"Citron, Ginger, Basil blossoms, Vetiver, Tonka bean",Eau de Parfum,"Jasmin, Rose, Ylang Ylang, sweet, powdery, floral notes","Tonka bean, Jasmin, Rose, sweet, powdery, floral notes","Heliotrope, Musk, Rose, Jasmin, sweet, powdery, floral notes",100 ml,2000
Guerlain Le Frenchy EDP,1999 SAR,none,Yves Saint Laurent,Men,Perfume,Floral Oriental,Perfume,"Citron, Ginger, Basil blossoms, Vetiver, Tonka bean",Eau de Parfum,"Jasmin, Rose, Ylang Ylang, sweet, powdery, floral notes","Tonka bean, Jasmin, Rose, sweet, powdery, floral notes","Heliotrope, Musk, Rose, Jasmin, sweet, powdery, floral notes",100 ml,2000
Versace Yellow Diamond,229 SAR,none,Yves Saint Laurent,Men,Perfume,Floral Oriental,Perfume,"Citron, Ginger, Basil blossoms, Vetiver, Tonka bean",Eau de Parfum,"Jasmin, Rose, Ylang Ylang, sweet, powdery, floral notes","Tonka bean, Jasmin, Rose, sweet, powdery, floral notes","Heliotrope, Musk, Rose, Jasmin, sweet, powdery, floral notes",100 ml,2000
Chopard Happy Spirit,177 SAR,none,Yves Saint Laurent,Men,Perfume,Floral Oriental,Perfume,"Citron, Ginger, Basil blossoms, Vetiver, Tonka bean",Eau de Parfum,"Jasmin, Rose, Ylang Ylang, sweet, powdery, floral notes","Tonka bean, Jasmin, Rose, sweet, powdery, floral notes","Heliotrope, Musk, Rose, Jasmin, sweet, powdery, floral notes",100 ml,2000
Burberry Mr. Burberry,169 SAR,none,Yves Saint Laurent,Men,Perfume,Floral Oriental,Perfume,"Citron, Ginger, Basil blossoms, Vetiver, Tonka bean",Eau de Parfum,"Jasmin, Rose, Ylang Ylang, sweet, powdery, floral notes","Tonka bean, Jasmin, Rose, sweet, powdery, floral notes","Heliotrope, Musk, Rose, Jasmin, sweet, powdery, floral notes",100 ml,2000
Remal Taif Rose Bakhoor - 60 gm,129 SAR,none,Remal,Bakhoor,Oriental,"Rose Taif, Lily of the Valley, Heliotrope,Tea Rose, Vanilla, Sandal Wood, Spicy Note",2020,"Rose Taif, Tea Rose",Eau de Parfum,"Jasmin, Rose, Ylang Ylang, sweet, powdery, floral notes","Tonka bean, Jasmin, Rose, sweet, powdery, floral notes","Heliotrope, Musk, Rose, Jasmin, sweet, powdery, floral notes",100 ml,2000
Remal Amber Bakhoor - 60 gm,129 SAR,none,Remal,Bakhoor,Oriental,"Rose Taif, Lily of the Valley, Heliotrope,Tea Rose, Vanilla, Sandal Wood, Spicy Note",2020,"Rose Taif, Tea Rose",Eau de Parfum,"Jasmin, Rose, Ylang Ylang, sweet, powdery, floral notes","Tonka bean, Jasmin, Rose, sweet, powdery, floral notes","Heliotrope, Musk, Rose, Jasmin, sweet, powdery, floral notes",100 ml,2000
Al Mas Asheq Al Oud Bakhoor - 30g,42 SAR,none,Remal,Bakhoor,Oriental,"Rose Taif, Lily of the Valley, Heliotrope,Tea Rose, Vanilla, Sandal Wood, Spicy Note",2020,"Rose Taif, Tea Rose",Eau de Parfum,"Jasmin, Rose, Ylang Ylang, sweet, powdery, floral notes","Tonka bean, Jasmin, Rose, sweet, powdery, floral notes","Heliotrope, Musk, Rose, Jasmin, sweet, powdery, floral notes",100 ml,2000
Dolce & Gabbana The One for Women,299 SAR,none,Remal,Bakhoor,Oriental,"Rose Taif, Lily of the Valley, Heliotrope,Tea Rose, Vanilla, Sandal Wood, Spicy Note",2020,"Rose Taif, Tea Rose",Eau de Parfum,"Jasmin, Rose, Ylang Ylang, sweet, powdery, floral notes","Tonka bean, Jasmin, Rose, sweet, powdery, floral notes","Heliotrope, Musk, Rose, Jasmin, sweet, powdery, floral notes",100 ml,2000
Lacoste Pour Femme,154 SAR,none,Remal,Bakhoor,Oriental,"Rose Taif, Lily of the Valley, Heliotrope,Tea Rose, Vanilla, Sandal Wood, Spicy Note",2020,"Rose Taif, Tea Rose",Eau de Parfum,"Jasmin, Rose, Ylang Ylang, sweet, powdery, floral notes","Tonka bean, Jasmin, Rose, sweet, powdery, floral notes","Heliotrope, Musk, Rose, Jasmin, sweet, powdery, floral notes",100 ml,2000
Guerlain Musc Noble,567 SAR,none,Guerlain,Unisex,Perfume,Floral Oriental,Modern,Eau de Parfum,"Aldehydes, Pink Pepper, Saffron","Geranium, musk, rose","Iris root, leather, cedar wood, amber, labadenum, musk","Heliotrope, Musk, Rose, Jasmin, sweet, powdery, floral notes",100 ml,2000
Dolce & Gabbana Pour Femme Intense,269 SAR,4.8,Dolce&Gabbana,Women,Perfume,Modern,Perfume,2013,"green mandarin, neroli, tuberose, orange blossom, marshmallow, sandalwood.",Eau de Parfum,"Neroli, Green mandarin","Orange blossom, Tuberose",Floral Oriental,50 ml
Candy Addict Marshmallow Mash EDP - 50 ml,139 SAR,5,Candy Addict,Women,Perfume,Sweet,Feminine,"Peach, Marshmallow, Vanilla",Eau de Parfum,Peach,Marshmallow,Vanilla,50 ml,2021
Candy Addict V Vanille Hair Mist - 100 ml,179 SAR,5,Candy Addict,Unisex,Hair Mist,Oriental,Extravagant,2019,"Pink Pepper, Sage, Vanilla",Pink Pepper,Sage,Vanilla,"White,Yellow",100 ml
Deem Perfumes Hotel - 300 ml,100 SAR,none,300 ml,Deem Perfumes,Room Spray,Oriental,Extravagant,2019,"Pink Pepper, Sage, Vanilla",Pink Pepper,Sage,Vanilla,"White,Yellow",100 ml
Dolce & Gabbana Pour Homme Intenso,211 SAR,none,300 ml,Deem Perfumes,Room Spray,Oriental,Extravagant,2019,"Pink Pepper, Sage, Vanilla",Pink Pepper,Sage,Vanilla,"White,Yellow",100 ml
Jaguar Classic Black,95 SAR,3.5,Jaguar,Men,Perfume,Charismatic,Perfume,2002,"Green Apple, Tangerine, Orange,Cardamom, Nutmeg, Black Tea,Sandalwood, White Musk, Cedarwood",Eau de Toilette,"Green Apple, Tangerine, Orange","Cardamom, Nutmeg, Black Tea",Oriental,100 ml
Versace Bright Crystal,259 SAR,3,Versace,Women,Perfume,Floral,Extravagant,"pomegranate, yuzu, peony, magnolia, lotus, amber, musk, red woods.",Eau de Toilette,"Pomegranate, Yuzu","Magnolia, Lotus, Peony","amber, musk, red woods.",200 ml,2006
Narciso Rodriguez Pure Musc For Her,385 SAR,5,Narciso Rodriguez,Women,Perfume,Floral,Romantic,2019,"Jasmine, Orange Blossom, Musk, Cashmeran, Amber, Patchouli",Eau de Parfum,"Jasmine, Orange Blossom",Musk,White,50 ml
Candy Addict Musky Musk EDP - 50 ml,139 SAR,5,Candy Addict,Unisex,Perfume,Musky,Charismatic,"Bergamot, Rose, Musk",Eau de Parfum,Bergamot,Rose,Musk,50 ml,2021
Candy Addict Powdery Pow EDP - 50 ml,139 SAR,5,Candy Addict,Women,Perfume,Floral Oriental,Feminine,"Osmanthus , Musk , Amber",Eau de Parfum,Osmanthus,Musk,Amber,50 ml,2021
Al Majed For Oud Dkhoon Almajed - 56 g,116 SAR,none,Candy Addict,Women,Perfume,Floral Oriental,Feminine,"Osmanthus , Musk , Amber",Eau de Parfum,Osmanthus,Musk,Amber,50 ml,2021
Narciso Rodriguez For Her EDP,379 SAR,4.25,Narciso Rodriguez,Women,Perfume,Feminine,Perfume,2006,"Rose, Peach, Amber, Musk, Patchouli, Sandalwood",Eau de Parfum,"Rose, Peach","Amber, Musk",Floral,50 ml
Lacoste Eau De Lacoste,192 SAR,none,Lacoste,Women,Perfume,50 ml,Perfume,2006,"Rose, Peach, Amber, Musk, Patchouli, Sandalwood",Eau de Parfum,"Rose, Peach","Amber, Musk",Floral,50 ml
Chanel Coromandel,2681 SAR,none,Lacoste,Women,Perfume,50 ml,Perfume,2006,"Rose, Peach, Amber, Musk, Patchouli, Sandalwood",Eau de Parfum,"Rose, Peach","Amber, Musk",Floral,50 ml
Elie Saab Le Parfum Royal,285 SAR,none,Lacoste,Women,Perfume,50 ml,Perfume,2006,"Rose, Peach, Amber, Musk, Patchouli, Sandalwood",Eau de Parfum,"Rose, Peach","Amber, Musk",Floral,50 ml
Rekaz Patchouli - EDP 50 ml + Perfume Oil 30 ml / 2.57 Tola,149 SAR,none,Rekaz,Unisex,Perfume Set,Oriental,Charismatic,Ylang Ylang,Sulawesi Patchouli,Eau de Parfum,"Rose, Peach","Amber, Musk",Floral,50 ml
Rekaz Leather - EDP 50 ml + Perfume Oil 30 ml / 2.57 Tola,149 SAR,none,Rekaz,Unisex,Perfume Set,Oriental,Charismatic,Ylang Ylang,Sulawesi Patchouli,Eau de Parfum,"Rose, Peach","Amber, Musk",Floral,50 ml
Versace Pour Homme,199 SAR,4.67,Versace,Men,Perfume,Extravagant,Perfume,2008,"lemon, neroli, bergamot, rose de mai,hyacinth, clary sage, cedar, geranium, tonka bean, musk, amber.",Eau de Toilette,"lemon, neroli, bergamot, rose de mai","hyacinth, clary sage, cedar, geranium",Aromatic,100 ml
Dukhoon Alshuyukh Set,225 SAR,none,Versace,Men,Perfume,Extravagant,Perfume,2008,"lemon, neroli, bergamot, rose de mai,hyacinth, clary sage, cedar, geranium, tonka bean, musk, amber.",Eau de Toilette,"lemon, neroli, bergamot, rose de mai","hyacinth, clary sage, cedar, geranium",Aromatic,100 ml
Ya Aali Al Hima Set,319 SAR,none,Versace,Men,Perfume,Extravagant,Perfume,2008,"lemon, neroli, bergamot, rose de mai,hyacinth, clary sage, cedar, geranium, tonka bean, musk, amber.",Eau de Toilette,"lemon, neroli, bergamot, rose de mai","hyacinth, clary sage, cedar, geranium",Aromatic,100 ml
Burberry Brit Rhythm Floral,149 SAR,none,Burberry,Women,Perfume,"Floral,Woody",Perfume,"Jasmine, Wood, Musk","lemon, neroli, bergamot, rose de mai,hyacinth, clary sage, cedar, geranium, tonka bean, musk, amber.",Eau de Toilette,"lemon, neroli, bergamot, rose de mai","hyacinth, clary sage, cedar, geranium",Aromatic,100 ml
Tom Ford Noir Extreme,759 SAR,none,Burberry,Women,Perfume,"Floral,Woody",Perfume,"Jasmine, Wood, Musk","lemon, neroli, bergamot, rose de mai,hyacinth, clary sage, cedar, geranium, tonka bean, musk, amber.",Eau de Toilette,"lemon, neroli, bergamot, rose de mai","hyacinth, clary sage, cedar, geranium",Aromatic,100 ml
Burberry My Burberry Black,239 SAR,5,Burberry,Women,Perfume,Luminizer,Feminine,50 ml,2016,"Jasmine, Rose, Peach, Patchouli, Amber",Eau de Parfum,Jasmine flower,Floral,"Multi,Black,Gold"
Rasasi Kauser Perfume Aqua - 375 ml,65 SAR,none,Burberry,Women,Perfume,Luminizer,Feminine,50 ml,2016,"Jasmine, Rose, Peach, Patchouli, Amber",Eau de Parfum,Jasmine flower,Floral,"Multi,Black,Gold"
